component,route,plan_score,plan_verdict,plan_layer,plan_role,plan_parent,plan_tier,my_value,my_built,my_disposition,my_hub,defective,flags,plan_enhance,my_upgrade
InteropEnginePage,,5.0,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,2.0,2.0,UPGRADE or fold into library,"Public, Marketing & Legal",False,,To 6.3: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; add a primary CTA into the portal funnel
MasteryNexus,/portal/mastery-nexus,5.0,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,0.5,0.7,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 6.3: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
OnboardingQuiz,/portal/onboarding-quiz,5.0,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,1.1,1.5,UPGRADE or fold into library,"Discovery, Calibration & Onboarding",False,,To 6.3: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
TrialLogin,/trial,5.0,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,4.4,4.4,EMBED — reference card,"Public, Marketing & Legal",False,,To 6.3: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,apply the CinematicEngine treatment (Ken Burns + breath-locked bloom)
WealthRituals,/portal/wealth-rituals,5.0,ENHANCE,L2 — Advanced,STANDALONE,—,Supporting Planning,0.5,0.7,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 6.3: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
STRTaxEliminatorPage,,4.8,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,3.9,3.9,EMBED — reference card,"Public, Marketing & Legal",False,,To 6.1: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,apply the CinematicEngine treatment (Ken Burns + breath-locked bloom)
EstatePlanningPage,,4.7,ABSORB/CUT,L3 — Lab,STANDALONE,—,Estate / Legacy,1.1,1.1,UPGRADE or fold into library,"Estate, Trust & Legacy",False,,To 6.7: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
RealEstatePage,,4.7,ABSORB/CUT,L3 — Lab,STANDALONE,—,Estate / Legacy,0.7,0.7,UPGRADE or fold into library,Real Estate Intelligence,False,,To 6.7: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
CertificationsPage,,4.6,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,2.7,2.7,UPGRADE or fold into library,"Public, Marketing & Legal",False,,To 5.9: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
MygaWaterfallPage,,4.5,ABSORB/CUT,L3 — Lab,STANDALONE,—,Guaranteed Income / Annuity,1.1,1.1,UPGRADE or fold into library,"Insurance, Annuity & Carrier",False,,To 6.5: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
RetirementReadinessCenter,/portal/retirement-readiness,4.5,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,0.6,1.0,UPGRADE or fold into library,Retirement Income & Drawdown,False,,To 5.8: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
TimeMachine,/portal/time-machine,4.4,MERGE,Merge,STANDALONE,—,Supporting Planning,1.8,2.2,UPGRADE or fold into library,IUL & Policy Engineering,False,,None,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts"
TrustsPage,/portal/trusts,4.2,MERGE,Merge,TOGGLE,EstateFlowChart,Estate / Legacy,0.7,0.7,UPGRADE or fold into library,"Estate, Trust & Legacy",False,,None,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
CommissionOptimizer,/portal/commission-optimizer,4.0,MERGE,Merge,STANDALONE,—,Advisor Ops / Growth,2.1,2.5,UPGRADE or fold into library,Advisor Practice & Sales Enablement,False,,None,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add projection + sensitivity + comparison charts"
DealRoomPage,,4.0,ABSORB/CUT,L3 — Lab,STANDALONE,—,Advisor Ops / Growth,2.7,2.7,UPGRADE or fold into library,"Public, Marketing & Legal",False,,To 5.3: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
ComplianceVaultPage,,4.0,ABSORB/CUT,L3 — Lab,STANDALONE,—,Compliance / Reporting Ops,0.7,0.7,UPGRADE or fold into library,Advisor Practice & Sales Enablement,False,,To 5.3: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
ToolExplorer,/portal/tool-explorer,4.0,ABSORB/CUT,L3 — Lab,STANDALONE,—,Platform / Admin,2.3,2.7,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 5.3: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,add a tRPC procedure so scenarios save against the client record ; add projection + sensitivity + comparison charts
AcceptInvite,/invite,4.0,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,2.5,2.5,UPGRADE or fold into library,"Public, Marketing & Legal",False,,To 5.3: add a market-vs-IUL outcome chart. Then add the threat→pain→IUL-win→discovery arc.,apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; add a primary CTA into the portal funnel
AutoCloserPage,,4.0,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,2.7,2.7,UPGRADE or fold into library,"Public, Marketing & Legal",False,,To 5.3: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
CareerPathPage,,4.0,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,2.7,2.7,UPGRADE or fold into library,"Public, Marketing & Legal",False,,To 5.3: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
ForgotPassword,/forgot-password,4.0,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,3.2,3.2,UPGRADE or fold into library,"Public, Marketing & Legal",False,,To 5.3: add a market-vs-IUL outcome chart. Then add the threat→pain→IUL-win→discovery arc.,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
PeerBenchmarking,/portal/peer-benchmarking,3.9,ABSORB/CUT,L3 — Lab,STANDALONE,—,Advisor Ops / Growth,0.5,1.8,UPGRADE or fold into library,Cross-Cutting Reference Library,False,fabricated-constant,To 5.2: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
MortgageKillerV2,/portal/mortgage-killer-v2,3.9,MERGE,Merge,TOGGLE,MortgageKiller,Supporting Planning,1.4,1.8,MERGE into canonical version,Mortgage & Debt Elimination,False,,None,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
Exchange1031Analyzer,/portal/1031-exchange-analyzer,3.8,MERGE,Merge,TOGGLE,TaxDeferredExchangeTimeline,Supporting Planning,1.4,1.8,UPGRADE or fold into library,Real Estate Intelligence,False,,None,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
MarketPulsePage,,3.6,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,1.1,1.1,UPGRADE or fold into library,Investments & Portfolio,False,,To 4.9: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
RetirementOpportunitiesPage,,3.6,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,0.7,0.7,UPGRADE or fold into library,Retirement Income & Drawdown,False,,To 4.9: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
AlertCommandCenter,/portal/alert-command-center,3.5,ABSORB/CUT,L3 — Lab,STANDALONE,—,Dashboards / Internal,0.5,0.7,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 4.8: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
SmartRoutingDashboard,/portal/smart-routing,3.5,ABSORB/CUT,L3 — Lab,STANDALONE,—,Dashboards / Internal,0.5,0.7,UPGRADE or fold into library,Reports & Deliverables,False,,To 4.8: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
CalcInteropMatrix,/portal/calc-interop-matrix,3.5,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,0.6,1.0,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 4.8: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
CrossCalcAggregationHub,/portal/cross-calc-aggregation,3.5,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,0.5,0.7,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 4.8: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
DataCompletenessTracker,/portal/data-completeness,3.5,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,0.5,0.7,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 4.8: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
DataFlowVisualizer,/portal/data-flow-visualizer,3.5,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,0.5,0.7,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 4.8: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
Legal,/privacy,3.5,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,2.0,2.0,UPGRADE or fold into library,"Public, Marketing & Legal",False,,To 4.8: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; add a primary CTA into the portal funnel
MeshHealthMonitor,/portal/mesh-health,3.5,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,0.5,0.7,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 4.8: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
NotFound,/404,3.5,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,2.7,2.7,UPGRADE or fold into library,"Public, Marketing & Legal",False,,To 4.8: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"apply the CinematicEngine treatment (Ken Burns + breath-locked bloom) ; expand copy: proof, mechanism, outcome"
OrganismDeepProvider,/portal/organism-deep-provider,3.5,ABSORB/CUT,L3 — Lab,STANDALONE,—,Supporting Planning,0.5,0.7,UPGRADE or fold into library,Cross-Cutting Reference Library,False,,To 4.8: wire it to live client/carrier data. Then add the threat→pain→IUL-win→discovery arc.,"extract the math into `shared/<name>Engine.ts` as a pure, deterministic module with a vitest suite ; add a tRPC procedure so scenarios save against the client record"
